Bergen Air Transport,\N,BGT,BERGEN AIR,NO,N
Buddha Air,\N,BHA,BUDDHA AIR,NP,N
Balkh Airlines,\N,BHI,SHARIF,AF,N
Bristow Helicopters,\N,BHL,BRISTOW,UK,N
Bristow Helicopters Nigeria,\N,BHN,BRISTOW HELICOPTERS,NI,N
Bhoja Airlines,\N,BHO,BHOJA,PK,N
Belair Airlines,4T,BHP,BELAIR,SZ,Y
Bighorn Airways,\N,BHR,BIGHORN AIR,US,N
Bahamasair,UP,BHS,BAHAMAS,BF,Y
Bright Air,\N,BHT,BRIGHTAIR,NL,N
Bringer Air Cargo Taxi Aereo,E6,\N,,BR,N
BA Connect,TH,\N,,UK,N
Bosphorus European Airways,\N,BHY,BOSPHORUS,TU,N
Binair,\N,BID,BINAIR,GM,N
Big Island Air,\N,BIG,BIG ISLE,US,N
British International Helicopters,BS,BIH,BRINTEL,UK,Y
Billund Air Center,\N,BIL,BILAIR,DA,N
Boise Interagency Fire Center,\N,BIN,BISON-AIR,US,N
Bird Leasing,\N,BIR,BIRD AIR,US,N
Bizjet Ltd,\N,BIZ,BIZZ,UK,N
Baja Air,\N,BJA,BAJA AIR,MX,N
Baltic Jet Aircompany,\N,BJC,BALTIC JET,LG,N
Business Jet Solutions,\N,BJS,SOLUTION,US,N
Bankair,B4,BKA,BANKAIR,US,N
BF-Lento OY,\N,BKF,BAKERFLIGHT,FI,Y
Barken International,\N,BKJ,BARKEN JET,US,N
Bangkok Airways,PG,BKP,BANGKOK AIR,TH,Y
Bukovyna,\N,BKV,BUKOVYNA,UP,N
Blue Bird Aviation,\N,BLB,BLUEBIRD SUDAN,SU,N
Bellesavia,\N,BLC,BELLESAVIA,BO,N
Blue Line,\N,BLE,BLUE BERRY,FR,N
Blue1,KF,BLF,BLUEFIN,FI,Y
Belgavia,\N,BLG,BELGAVIA,BE,N
Blue Horizon Travel Club,\N,BLH,BLUE HORIZON,US,N
Blue Jet,\N,BLJ,BLUEWAY,SP,N
Baltic Airlines,\N,BLL,BALTIC AIRLINES,RS,Y
Blue Airways,\N,BLM,BLUE ARMENIA,AM,N
Bali International Air Service,\N,BLN,BIAR,ID,N
Bearskin Lake Air Service,JV,BLS,BEARSKIN,CA,Y
Baltic Aviation,\N,BLT,BALTAIR,US,N
Bellview Airlines,B3,BLV,BELLVIEW AIRLINES,NI,Y
bmi,BD,BMA,MIDLAND,UK,Y
British Medical Charter,\N,BMD,BRITISH MEDICAL,UK,N
Briggs Marine Environmental Services,\N,BME,BRIGGS,UK,N
Bristow Masayu Helicopters,\N,BMH,MASAYU,ID,N
bmibaby,WW,BMI,BABY,UK,Y
Bemidji Airlines,CH,BMJ,BEMIDJI,US,Y
Bismillah Airlines,5Z,BML,BISMILLAH,BG,N
Bowman Aviation,\N,BMN,BOWMAN,US,N
British Midland Regional,\N,BMR,\N,UK,Y
BMW,\N,BMW,BMW-FLIGHT,GM,N
Banco de Mexico,\N,BMX,BANXICO,MX,N
Bond Offshore Helicopters,\N,BND,BOND,UK,N
Benina Air,\N,BNE,BENINA AIR,LY,N
BN Group Limited,\N,BNG,VECTIS,UK,N
Blue Nile Ethiopia Trading,\N,BNL,NILE TRADING,ET,N
Bonair Aviation,\N,BNR,BONAIR,CA,N
Bancstar - Valley National Corporation,\N,BNS,BANCSTAR,US,N
Bentiu Air Transport,\N,BNT,BENTIU AIR,SU,N
Benane Aviation Corporation,\N,BNV,BENANE,MR,N
British North West Airlines,\N,BNW,BRITISH NORTH,UK,N
Boniair,\N,BOA,KUMANOVO,MK,N
Bond Air Services,\N,BOD,UGABOND,UG,N
Boeing,\N,BOE,BOEING,US,N
Bordaire,\N,BOF,BORDAIR,CA,N
Bookajet Limited,\N,BOO,BOOKAJET,UK,N
Bouraq Indonesia Airlines,BO,BOU,BOURAQ,ID,N
Blue Panorama Airlines,BV,BPA,BLUE PANOROMA,IT,Y
Berkhut ZK,\N,BPK,VENERA,KZ,N
Bundepolizei-Fliegertruppe,\N,BPO,PIROL,GM,N
Budapest Aircraft Services/Manx2,\N,BPS,BASE,HU,Y
Bonus Aviation,\N,BPT,BONUS,UK,N
British Petroleum Exploration,\N,BPX,\N,CO,N
BRA-Transportes Aereos,7R,BRB,BRA-TRANSPAEREOS,BR,N
Brock Air Services,\N,BRD,BROCK AIR,CA,N
Breeze Ltd,\N,BRE,AVIABREEZE,UP,N
Bering Air,8E,BRG,BERING AIR,US,Y
Briansk State Air Enterprise,\N,BRK,BRIANSK-AVIA,RS,N
Branson Airlines,\N,BRN,BRANSON,US,N
BASE Regional Airlines,\N,BRO,COASTRIDER,NL,N
Brazilian Air Force,\N,BRS,BRAZILIAN AIR FORCE,BR,Y
British Regional Airlines,\N,BRT,BRITISH,UK,N
Belavia Belarusian Airlines,B2,BRU,BELARUS AVIA,BO,Y
Bravo Air Congo,K6,BRV,BRAVO,CF,N
Bright Aviation Services,\N,BRW,BRIGHT SERVICES,BU,N
Braniff International Airways,BN,BNF,Braniff,US,N
Buffalo Express Airlines,\N,BRX,BUFF EXPRESS,US,N
Burundayavia,\N,BRY,BURAIR,KZ,N
Bistair - Fez,\N,BSC,BIG SHOT,KG,N
Blue Star Airlines,\N,BSD,AIRLINES STAR,MX,N
Brasair Transportes Aereos,\N,BSI,BRASAIR,BR,N
Blue Swann Aviation,\N,BSJ,BLUE SWANN,UK,N
Blue Sky Aviation,\N,BSM,\N,LE,N
Bissau Aero Transporte,\N,BSS,BISSAU AIRSYSTEM,PU,N
Best Air,\N,BST,TUNCA,TU,N
Blue Sky Airways,\N,BSW,SKY BLUE,EZ,N
Big Sky Airlines,GQ,BSY,BIG SKY,US,N
BAL Bashkirian Airlines,V9,BTC,BASHKIRIAN,RS,N
Baltijas Helicopters,\N,BTH,BALTIJAS HELICOPTERS,LG,N
Baltyka,\N,BTK,BALTYKA,UP,N
Baltia Air Lines,\N,BTL,BALTIA FLIGHT,US,N
Botir-Avia,\N,BTR,BOTIR-AVIA,KG,N
Business Express,\N,GAA,BIZEX,US,N
BT-Slavuta,\N,BTT,BEETEE-SLAVUTA,UP,N
Metro Batavia,7P,BTV,BATAVIA,ID,Y
Bulgarian Air Charter,\N,BUC,BULGARIAN CHARTER,BU,N
Blue Airlines,\N,BUL,BLUE AIRLINES,CF,N
Buryat Airlines Aircompany,\N,BUN,BURAL,RS,N
Buzz Stansted,\N,BUZ,BUZZ,UK,N
Buffalo Airways,\N,BVA,BUFFALO AIR,US,N
Bulgarian Aeronautical Centre,\N,BVC,BULGARIAN WINGS,BU,N
Baron Aviation Services,\N,BVN,SHOW-ME,US,N
Berjaya Air,J8,BVT,BERJAYA,MY,Y
Blue Wings,QW,BWG,BLUE WINGS,GM,Y
Blue Wing Airlines,\N,BWI,BLUE TAIL,NS,N
BWA (2002) Ltd,\N,BWL,BRITWORLD,UK,N
Bahrain Executive Air Services,\N,BXA,BEXAIR,BA,N
Bar XH Air,\N,BXH,PALLISER,CA,N
Brussels International Airlines,\N,BXI,XENIA,BE,N
Redding Aero Enterprises,\N,BXR,BOXER,US,N
Berry Aviation,\N,BYA,BERRY,US,N
Bylina Joint-Stock Company,\N,BYL,BYLINA,RS,N
Berytos Airlines,\N,BYR,\N,LE,N
Bayu Indonesia Air,BM,BYE,BAYU,ID,N
Bizair Fluggesellschaft,\N,BZA,BERLIN BEAR,GM,N
Brit Air,DB,BZH,BRITAIR,FR,Y
Butane Buzzard Aviation Corporation,\N,BZZ,BUZZARD,UK,N
Business Flight Salzburg,\N,AUJ,AUSTROJET,AU,N
BKS Air (Rivaflecha),\N,CKM,COSMOS,SP,N
Bristol Flying Centre,\N,CLF,CLIFTON,UK,N
Barnes Olsen Aeroleasing,\N,CLN,SEELINE,UK,N
Baltimore Air Transport,\N,CPJ,CORPJET,US,N
Boston-Maine Airways,E9,CXS,CLIPPER CONNECTION,US,N
Brussels Airlines,SN,DAT,BEE-LINE,BE,Y
Baltimore Airways,\N,EAH,EASTERN,US,N
Bond Aviation,\N,EBA,BOND AVIATION,IT,N
Brazilian Army Aviation,\N,EXB,BRAZILIAN ARMY,BR,N
Business Express Delivery,\N,EXP,EXPRESS AIR,CA,N
Bel Limited,\N,FOS,\N,RS,N
Bangkok Aviation Center,\N,HAW,THAI HAWK,TH,N
Benair,\N,HAX,SCOOP,NO,N
Binter Canarias,NT,IBB,\N,SP,Y
Bonyad Airlines,\N,IRJ,BONYAD AIR,IR,N
Burundaiavia,\N,IVR,RERUN,KZ,N
Blue Air,0B,JOR,BLUE TRANSPORT,RO,Y
British Mediterranean Airways,KJ,LAJ,BEE MED,UK,Y
Belle Air,\N,LBY,ALBAN-BELLE,AL,N
Blom Geomatics,\N,LED,SWEEPER,NO,N
Benin Littoral Airways,\N,LTL,LITTORAL,BN,N
Bombardier Business Jet Solutions,\N,LXJ,FLEXJET,US,N
Bulgaria Air,FB,LZB,FLYING BULGARIA,BU,Y
Brazilian Navy Aviation,\N,MBR,BRAZILIAN NAVY,BR,N
Barents AirLink,8N,NKF,NORDFLIGHT,SW,Y
Belgian Navy,\N,NYB,BELGIAN NAVY,BE,N
Bakoji Airlines Services,\N,OGJ,BAKO AIR,NI,N
Benders Air,\N,PEB,PALEMA,SW,N
Balmoral Central Contracts,\N,PNT,PORTNET,SF,N
BGB Air,\N,POI,BOJBAN,KZ,N
Butte Aviation,\N,PPS,PIPESTONE,US,N
Bond Air Services,\N,RHD,RED HEAD,UK,N
Business Airfreight,\N,RLR,RATTLER,US,N
BAC Express Airlines,\N,RPX,RAPEX,UK,N
Boscombe Down DERA (Formation),\N,RRS,BLACKBOX,UK,N
Business Jet Sweden,\N,SCJ,SCANJET,SW,N
British Airways Shuttle,\N,SHT,SHUTTLE,UK,N
British Sky Broadcasting,\N,SKH,SKYNEWS,UK,N
Bell Helicopter Textron,\N,TXB,TEXTRON,CA,N
Buzzaway Limited,\N,UKA,UKAY,UK,N
Biz Jet Charter,\N,VLX,AVOLAR,US,N
Blue Chip Jet,\N,VOL,BLUE SPEED,SW,N
BAE Systems,\N,WFD,AVRO,UK,N
BAE Systems,\N,WTN,TARNISH,UK,N
Baseops International,\N,XBO,\N,US,N
Bureau Veritas,\N,XDA,\N,FR,N
British Airways,\N,XMS,SANTA,UK,N
Boskovic Air Charters Limited,\N,ZBA,BOSKY,KE,N
C Air Jet Airlines,\N,SRJ,SYRJET,SY,N
C N Air,\N,ORO,CAPRI,SP,N
C and M Aviation,\N,TIP,TRANSPAC,US,N
C&M Airways,\N,RWG,RED WING,US,N
CABI,\N,CBI,CABI,UP,N
CAI,\N,CPI,AIRCAI,IT,N
CAL Cargo Air Lines,5C,ICL,CAL,IS,Y
CAM Air Management,\N,CMR,CAMEO,UK,N
CATA L,\N,CTZ,CATA,AR,N
CCF Manager Airline,\N,CCF,TOMCAT,GM,N
CEDTA (Compania Ecuatoriana De Transportes Aereos),\N,CED,CEDTA,EC,N
CHC Denmark,\N,HBI,HELIBIRD,DA,N
CHC Helicopters,\N,HEM,HEMS,AS,N
CHC Airways,AW,SCH,\N,NL,N
CHC Helikopter Service,\N,HKS,HELIBUS,NO,N
CI-Tours,\N,VCI,CI-TOURS,IV,N
CKC Services,\N,CKC,\N,US,N
CM Stair,\N,CMZ,CEE-EM STAIRS,MR,N
CNET,\N,CNT,KNET,FR,N
COAPA AIR,\N,OAP,COAPA,MX,N
COMAV,\N,PDR,SPEEDSTER,WA,N
CRI Helicopters Mexico,\N,CRH,HELI-MEX,MX,N
CSA Air,\N,IRO,IRON AIR,US,N
CSE Aviation,\N,CSE,OXFORD,UK,N
CTK Network Aviation,\N,CTQ,CITYLINK,GH,N
Cabair College of Air Training,\N,CBR,CABAIR,UK,N
Caernarfon Airworld,\N,CWD,AMBASSADOR,UK,N
Cairo Air Transport Company,\N,CCE,\N,EG,N
Cal Gulf Aviation,\N,CGC,CAL-GULF,TP,N
Cal-West Aviation,\N,REZ,CAL AIR,US,N
California Air Shuttle,\N,CSL,CALIFORNIA SHUTTLE,US,N
Calima Aviacion,XG,CLI,CALIMA,SP,Y
Calm Air,MO,CAV,CALM AIR,CA,N
Camai Air,R9,CAM,AIR CAMAI,US,N
Cambodia Airlines,\N,KHM,CAMBODIA AIRLINES,CB,N
Cameroon Airlines,UY,UYC,CAM-AIR,CM,N
Campania Helicopteros De Transporte,\N,HSO,HELIASTURIAS,SP,N
CanJet,C6,CJA,CANJET,CA,N
Canada Jet Charters,\N,PIL,PINNACLE,CA,N
Canadian Airlines,CP,CDN,CANADIAN,CA,Y
Canadian Coast Guard,\N,CTG,CANADIAN COAST GUARD,CA,N
Canadian Eagle Aviation,\N,HIA,HAIDA,CA,N
Canadian Forces,\N,CFC,CANFORCE,CA,N
Canadian Global Air Ambulance,\N,BZD,BLIZZARD,CA,N
Canadian Helicopters,\N,CDN,CANADIAN,CA,N
Canadian Interagency Forest Fire Centre,\N,TKR,TANKER,CA,N
Canadian National Telecommunications,\N,XNC,\N,CA,N
Canadian North,5T,MPE,EMPRESS,CA,Y
Canadian Regional Airlines,\N,CDR,CANADIAN REGIONAL,CA,N
Canadian Warplane Heritage Museum,\N,CWH,WARPLANE HERITAGE,CA,N
Canadian Western Airlines,W2,CWA,CANADIAN WESTERN,CA,N
Canair,\N,CWW,CANAIR,CH,N
Cancun Air,\N,CUI,CAN-AIR,MX,N
Cape Air,9K,KAP,CAIR,US,Y
Cape Air Transport,\N,CTO,\N,AS,N
Cape Central Airways,\N,SEM,SEMO,US,N
Cape Smythe Air,\N,CMY,CAPE SMYTHE AIR,US,N
Capital Air Service,\N,CPX,CAPAIR,US,N
Capital Airlines,\N,CPD,CAPITAL DELTA,KE,N
Capital Airlines Limited,\N,NCP,CAPITAL SHUTTLE,NI,N
Capital Cargo International Airlines,PT,CCI,CAPPY,US,N
Capital City Air Carriers,\N,CCQ,CAP CITY,US,N
Capital Trading Aviation,\N,EGL,PRESTIGE,UK,N
Capitol Air Express,\N,CEX,CAPITOL EXPRESS,US,N
Capitol Wings Airline,\N,CWZ,CAPWINGS,US,N
Caravan Air,\N,VAN,CAMEL,MR,N
Cardiff Wales Flying Club,\N,CWN,CAMBRIAN,UK,N
Cardinal/Air Virginia,\N,FVA,AIR VIRGINIA,US,N
Cardolaar,\N,GOL,CARGOLAAR,WA,N
Cards Air Services,\N,CDI,CARDS,RP,N
Care Flight,\N,CFH,CARE FLIGHT,AS,N
Carga Aerea Dominicana,\N,CDM,CARGA AEREA,DR,N
Carga Express Internacional,\N,EST,CARGAINTER,MX,N
Cargo 360,GG,GGC,LONG-HAUL,US,N
Cargo Express,\N,MCX,MAURICARGO,MR,N
Cargo Ivoire,\N,CRV,CARGOIV,IV,N
Cargo Link (Caribbean),\N,CLM,CARGO LINK,BB,N
Cargo Three,\N,CTW,THIRD CARGO,PM,N
Cargoitalia,2G,CRG,WHITE PELICAN,IT,N
Cargojet Airways,W8,CJT,CARGOJET,CA,N
Cargolux,CV,CLX,CARGOLUX,LU,N
Cargoman,\N,CGM,HOTEL CHARLIE,MU,N
Carib Aviation,\N,DEL,RED TAIL,AC,N
Carib Express,\N,BCB,WAVEBIRD,BB,N
Caribair,\N,CBC,CARIBAIR,DR,N
Caribbean Air Cargo,\N,DCC,CARICARGO,BB,N
Caribbean Air Transport,\N,CLT,CARIBBEAN,NL,N
Caribbean Airlines,BW,BWA,CARIBBEAN AIRLINES,TD,Y
Caribbean Airways,\N,IQQ,CARIBJET,BB,N
Caribbean Express,\N,TLC,CARIB-X,US,N
Caribbean Star Airlines,8B,GFI,CARIB STAR,AC,N
Caribintair,\N,CRT,CARIBINTAIR,HA,N
Carill Aviation,\N,CVG,CARILL,UK,N
Carpatair,V3,KRP,CARPATAIR,RO,Y
Carranza,\N,CRR,CARRANZA,CI,N
Carroll Air Service,\N,ULS,ULSTER,US,N
Casement Aviation,\N,CMT,CASEMENT,US,N
Casino Airline,\N,CSO,CASAIR,US,N
Casper Air Service,\N,CSP,CASPER AIR,US,N
Caspian Airlines,RV,CPN,CASPIAN,IR,Y
Castle Aviation,\N,CSJ,CASTLE,US,N
Cat Aviation,\N,CAZ,EUROCAT,SZ,N
Catalina Flying Boats,\N,CBT,CATALINA AIR,US,N
Catex,\N,TEX,CATEX,FR,N
Cathay Pacific,CX,CPA,CATHAY,HK,Y
Caverton Helicopters,\N,CJR,CAVERTON AIR,NI,N
Cayman Airways,KX,CAY,CAYMAN,CJ,Y
Cebu Pacific,5J,CEB,CEBU AIR,RP,Y
Cecil Aviation,\N,CIL,CECIL,UK,N
Cega Aviation,\N,CEG,CEGA,UK,N
Celtic Airways,\N,CEC,CELTAIR,UK,N
Celtic West,\N,CWE,CELTIC,UK,N
Centavia,7N,CNA,\N,RB,N
Cente D'Essais En Vol,\N,CEV,CENTEV,FR,N
Centennial Airlines,\N,CNL,WYO-AIR,US,N
Centennial Flight Centre,\N,CNS,CENTENNIAL,CA,N
Center Vol,\N,CVO,CENTERVOL,SP,N
Center-South,\N,CTS,CENTER-SOUTH,RS,N
Centrafrican Airlines,\N,CET,CENTRAFRICAIN,CT,N
Central Air Express,\N,CAX,CENTRAL EXPRESS,CF,N
Central Airlines,\N,CTL,CENTRAL COMMUTER,US,N
Central Airways,\N,CNY,CENTRAL LEONE,SL,N
Central American Airlines,\N,ACN,AEROCENTRO,NU,N
Central Aviation,\N,YOG,YOGAN AIR,US,N
Central Connect Airlines,\N,CCG,\N,EZ,Y
Central De Discos De Reynosa,\N,DRN,DISCOS REYNOSA,MX,N
Central European Airlines,\N,CMA,EUROCENTRAL,EZ,N
Central Flying Service,\N,CHA,CHARTER CENTRAL,US,N
Central Mongolia Airways,\N,CEM,CENTRAL MONGOLIA,MG,N
Central Mountain Air,\N,GLR,GLACIER,CA,N
Central Queensland Aviation College,\N,CQC,\N,AS,N
Central Skyport,\N,CSI,SKYPORT,US,N
Centralwings,C0,CLW,CENTRALWINGS,PL,Y
Centre Airlines,\N,DTV,DUTCH VALLEY,US,N
Centre of Applied Geodynamica,\N,CGS,GEO CENTRE,RS,N
Centre-Avia,J7,CVC,AVIACENTRE,RS,N
Centro De Helicopteros Corporativos,\N,CCV,HELICORPORATIVO,MX,N
Centro de Formacion Aeronautica de Canarias,\N,ACF,FORCAN,SP,N
Centurion Air Cargo,WE,CWC,CHALLENGE CARGO,US,N
Century Aviation,\N,URY,CENTURY AVIA,MX,N
Century Aviation International,\N,HAI,\N,CA,N
Certified Air Dispatch,\N,XAD,\N,US,N
Cetraca Aviation Service,\N,CER,CETRACA,CF,N
Chabahar Airlines,\N,IRU,CHABAHAR,IR,N
Chalair Aviation,\N,CLG,CHALLAIR,FR,N
Chalk's Ocean Airways,OP,CHK,CHALKS,US,N
Challenge Air Transport,\N,CLS,AIRISTO,GM,N
Challenge Aviation,\N,CHS,CHALLENGE AVIATION,AS,N
Challenge International Airlines,\N,OFF,CHALLENGE AIR,US,N
AC Challenge Aero,\N,CHG,SKY CHALLENGER,UP,N
Champagne Airlines,\N,CPH,CHAMPAGNE,FR,N
Champion Air,MG,CCP,CHAMPION AIR,US,N
Chanchangi Airlines,\N,NCH,CHANCHANGI,NI,N
Changan Airlines,2Z,CGN,CHANGAN,CH,N
Channel Island Aviation,\N,CHN,CHANNEL,US,N
Chantilly Air,\N,WML,MARLIN,US,N
Chaparral Airlines,\N,CPL,CHAPARRAL,US,N
Chari Aviation Services,S8,CSU,CHARI SERVICE,CD,N
Charlan Air Charter,\N,CAH,CHARLAN,SF,N
Charlie Hammonds Flying Service,\N,HMD,HAMMOND,US,N
Charlotte Air National Guard,\N,CGD,\N,US,N
Charter Air,\N,CHW,CHARTER WIEN,AU,Y
Chartright Air,\N,HRT,CHARTRIGHT,CA,N
Chautauqua Airlines,RP,CHQ,CHAUTAUQUA,US,Y
Cheboksary Airenterprise JSC,\N,CBB,CHEBAIR,RS,N
Chemech Aviation,\N,CHM,\N,PK,N
Cherline,\N,CHZ,CHERL,RS,N
Chernomor-Avia,\N,CMK,CHERAVIA,RS,N
Cherokee Express,\N,CBM,BLUE MAX,US,N
Cherry Air,\N,CCY,CHERRY,US,N
Chesapeake Air Service,\N,CAB,CHESAPEAKE AIR,US,N
Chevron U.S.A,\N,CVR,CHEVRON,US,N
Cheyenne Airways,\N,CYA,CHEYENNE AIR,US,N
Chicago Air,\N,CGO,WILD ONION,US,N
Chicago Express,C8,WDY,WINDY CITY,US,N
Chief Rat Flight Services,\N,RAT,RIVERRAT,SF,N
Chilchota Taxi Aereo,\N,CCH,CHILCHOTA,MX,N
Chilcotin Caribou Aviation,\N,DES,CHILCOTIN,CA,N
Chilliwack Aviation,\N,CAD,CHILLIWACKAIR,CA,N
Chim-Nir Aviation,\N,ETN,CHMINIR,IS,N
China Airlines,CI,CAL,DYNASTY,TW,Y
China Cargo Airlines,CK,CKK,CARGO KING,CH,N
China Eastern Airlines,MU,CES,CHINA EASTERN,CH,Y
China Express Airlines,\N,HXA,CHINA EXPRESS,CH,N
China Flying Dragon Aviation,\N,CFA,FEILONG,CH,N
China General Aviation Corporation,\N,CTH,TONGHANG,CH,N
China National Aviation Corporation,\N,CAG,CHINA NATIONAL,CH,N
China Northern Airlines,CJ,CBF,CHINA NORTHERN,CH,N
China Northwest Airlines,WH,CNW,CHINA NORTHWEST,CH,N
China Ocean Helicopter Corporation,\N,CHC,CHINA HELICOPTER,CH,N
China Postal Airlines,8Y,CYZ,CHINA POST,CH,N
China Southern Airlines,CZ,CSN,CHINA SOUTHERN,CH,Y
China Southwest Airlines,\N,CXN,CHINA SOUTHWEST,CH,N
China United Airlines,HR,CUA,LIANHANG,CH,Y
China Xinhua Airlines,XO,CXH,XINHUA,CH,N
Yunnan Airlines,3Q,CYH,YUNNAN,CH,Y
Chinguetti Airlines,\N,CGU,CHINGUETTI,MR,N
Chipola Aviation,\N,CEP,CHIPOLA,US,N
Chippewa Air Commuter,\N,CPW,CHIPPEWA-AIR,US,N
Chitaavia,X7,CHF,CHITA,RS,N
Christman Air System,\N,CAS,CHRISTMAN,US,N
Christophorus Flugrettungsverein,\N,OEC,CHRISTOPHORUS,AU,N
Chrome Air Services,\N,CHO,CHROME AIR,US,N
Church Aircraft,\N,CHU,CHURCHAIR,US,N
Cielos Airlines,A2,CIU,CIELOS,PE,N
Cimber Air,QI,CIM,CIMBER,DA,Y
Cirrus,\N,RRU,HELICIRRUS,CI,N
Cirrus Air,\N,NTS,NITE STAR,US,N
Cirrus Airlines,C9,RUS,CIRRUS AIR,GM,Y
Cirrus Middle East,\N,JTI,\N,LE,N
Citationshares,\N,FIV,FIVE STAR,US,N
Citibank,\N,XCX,\N,US,N
Citic General Aviation,\N,HZX,ZHONGXIN,CH,N
City Airline,CF,SDR,SWEDESTAR,SW,Y
City Connexion Airlines,G3,CIX,CONNEXION,BY,Y
City of Bangor,\N,XBG,\N,US,N
CityJet,WX,BCY,CITY-IRELAND,EI,Y
Cityair (Chester) Limited,\N,CAQ,AIR CHESTER,UK,N
Cityfly,\N,CII,CITYFLY,IT,N
BA CityFlyer,CJ,CFE,FLYER,UK,Y
Cityline Hungary,\N,CNB,CITYHUN,HU,N
Citylink Airlines,\N,HSR,HOOSIER,US,N
Civair Airways,\N,CIW,CIVFLIGHT,SF,N
Civil Air Patrol South Carolina Wing,\N,BKR,BOX KAR,US,N
Civil Aviation Authority,\N,CIA,CALIMERA,LO,N
Civil Aviation Authority of New Zealand,\N,CIV,CIVAIR,NZ,N
Civil Aviation Inspectorate of the Czech Republic,\N,CBA,CALIBRA,EZ,N
Claessens International Limited,\N,FMC,CLAESSENS,UK,N
Clark Aviation,\N,CLK,CLARKAIR,US,N
Clasair,\N,CSF,CALEDONIAN,UK,N
Clay Lacy Aviation,\N,CLY,CLAY-LACY,US,N
Click Airways,\N,CGK,CLICK AIR,KG,Y
Cloud 9 Air Charters,\N,CLZ,CLOUDLINE,SF,N
Clowes Estates Limited,\N,CLD,CLOWES,UK,N
Club 328,\N,SDJ,SPACEJET,UK,N
Club Air,6P,ISG,CLUBAIR,IT,N
Coast Air,BX,CST,COAST CENTER,NO,N
Coastal Air,DQ,\N,U.S. Virgin Islands,US,Y
Coastal Air Transport,\N,TCL,TRANS COASTAL,US,N
Coastal Airways,\N,CNG,SID-AIR,US,N
Coastal Travels,\N,CSV,COASTAL TRAVEL,TZ,N
Cohlmia Aviation,\N,CHL,COHLMIA,US,N
Colaereos,\N,OLR,COLAEREOS,EC,N
Colemill Enterprises,\N,CLE,COLEMILL,US,N
Colgan Air,9L,CJC,COLGAN,US,Y
Colibri Aviation,\N,CAE,HUMMINGBIRD,CA,N
Colt International,\N,CCX,\N,US,N
Columbia Airlines,\N,COL,COLAIR,CA,N
Columbia Helicopters,\N,WCO,COLUMBIA HELI,US,N
Columbus Air Transport,\N,KLR,KAY-LER,US,N
Colvin Aviation,\N,GHP,GRASSHOPPER EX,US,N
Comair,OH,COM,COMAIR,US,Y
Comair,MN,CAW,COMMERCIAL,SF,Y
Comed Group,\N,CDE,COMEX,UK,N
Comeravia,\N,CVV,COMERAVIA,VE,N
Comercial Aerea,\N,CRS,COMERCIAL AEREA,MX,N
Comet Airlines,\N,CMG,SUNSPY,NI,N
Comfort Air,\N,FYN,FLYNN,GM,N
Comlux Aviation,\N,CLA,COMLUX,SZ,N
Commair Aviation,\N,CMH,COMMODORE,UK,N
Commandement Du Transport Aerien Militaire Francais,\N,CTM,COTAM,FR,N
Commander Air Charter,\N,CML,COMMANDAIR,CA,N
Commander Mexicana,\N,CRM,COMMANDERMEX,MX,N
Commercial Aviation,\N,CMS,ACCESS,CA,N
Commodore Aviation,\N,GAR,\N,AS,N
Commonwealth Jet Service,\N,CJS,COMMONWEALTH,US,N
CommutAir,C5,UCA,COMMUTAIR,US,Y
Comores Airlines,KR,CWK,CONTICOM,CN,Y
Compagnia Generale Ripreseaeree,\N,CGR,COMPRIP,IT,N
Compagnie Aerienne du Mali,\N,CMM,CAMALI,ML,N
Compagnie Mauritanienne Des Transports,\N,CPM,\N,MR,N
Compagnie de Bauxites de Guinee,\N,GIC,CEBEGE,GV,N
Compania Aerea de Valencia,\N,AIF,\N,SP,N
Compania Aerotecnicas Fotograficas,\N,ATF,AEROTECNICAS,SP,N
Compania De Actividades Y Servicios De Aviacion,\N,LCT,STELLAIR,SP,N
Compania Ejecutiva,\N,EJV,EJECUTIVA,MX,N
Compania Helicopteros Del Sureste,\N,HSE,HELISURESTE,SP,N
Compania Mexicana De Aeroplanos,\N,MDR,AEROPLANOS,MX,N
Compania Mexicargo,GJ,MXC,MEXICARGO,MX,N
Compania Transportes Aereos Del Sur,\N,HSS,TAS HELICOPTEROS,SP,N
Compania de Servicios Aereos Tavisa,\N,TAV,TAVISA,SP,N
Company Flight,\N,CYF,COMPANY FLIGHT,DA,N
Compass Airlines,CP,CPZ,Compass Rose,US,Y
Compass International Airways,\N,CPS,COMPASS,UK,N
Compuflight Operations Service,\N,XCO,\N,US,N
Compuserve Incorporated,\N,XCS,\N,US,N
Conair Aviation,\N,CRC,CONAIR-CANADA,CA,N
Concordavia,\N,COD,CONCORDAVIA,UP,N
Condor Aero Services,\N,CNR,CONAERO,US,N
Condor,\N,CIB,CONDOR BERLIN,GM,N
Condor Flugdienst,DE,CFG,CONDOR,GM,Y
Confort Air,\N,COF,CONFORT,CA,N
Congo Air,\N,CAK,\N,BF,N
Congressional Air,\N,CGA,CONGRESSIONAL,US,N
Conifair Aviation,\N,ROY,\N,CA,N
Connectair Charters,\N,BSN,BASTION,CA,N
Conquest Airlines,\N,CAC,CONQUEST AIR,US,N
Conroe Aviation Services,\N,CXO,CONROE AIR,US,N
Consorcio Aviaxsa,6A,CHP,AVIACSA,MX,Y
Consorcio Helitec,\N,VCH,CONSORCIO HELITEC,VE,N
